Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Stadtbezirk
Qwello GmbH,Adalbertstraße,82,,80799,München,Bayern,Kreisfreie Stadt München,48.153.788,11.573.262,07.07.2020,75,Normalladeeinrichtung,3,"AC Steckdose Typ 2, AC CEE 3 polig",22,6fd37c758d043a1c40ce1987ea2d6b3445aebe7dee9ea8611640cf8dad6b01c06f4d21e8fd66f5dccc621013d5af1b0b,"AC Steckdose Typ 2, AC CEE 3 polig",22.0,58701b894e751540f8fb70bf576553e2ecc25599ba0b2b20c4f9f72b247baec12e270a47963357ab4dd1a27e30fae761,"AC Steckdose Typ 2, AC CEE 3 polig",22.0,5077d443227d59e31d842d657629bb38f75c6f05fbf536af08566e8fcab6a8c0c1625b741651656be7ecb2ded8b56cd7,,,,3
SWM Versorgungs GmbH,Schellingstraße,10,,80799,München,Bayern,Kreisfreie Stadt München,48.149.467,11.578.978,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Amalienstr.,56,,80799,München,Bayern,Kreisfreie Stadt München,48.150.866,11.578.807,08.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Amalienstr.,58,,80799,München,Bayern,Kreisfreie Stadt München,48.151.818,11.579.499,08.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Karl-Theodor-Str.,47,,80801,München,Bayern,Kreisfreie Stadt München,48.166.647,11.578.844,31.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Karl-Theodor-Str.,47a,,80801,München,Bayern,Kreisfreie Stadt München,4.816.669,11.578.753,31.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Karl-Theodor-Str.,47b,,80801,München,Bayern,Kreisfreie Stadt München,48.166.769,1.157.863,31.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Friedrichstr.,36,,80801,München,Bayern,Kreisfreie Stadt München,48.160.686,11.580.389,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Friedrichstr.,36a,,80801,München,Bayern,Kreisfreie Stadt München,48.160.768,11.580.395,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Nordendstr.,23,,80801,München,Bayern,Kreisfreie Stadt München,48.155.268,11.575.255,26.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Nordendstr.,23a,,80801,München,Bayern,Kreisfreie Stadt München,48.155.343,11.575.261,26.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Ainmillerstr.,39,,80801,München,Bayern,Kreisfreie Stadt München,48.159.079,11.576.039,07.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Ainmillerstr.,41,,80801,München,Bayern,Kreisfreie Stadt München,48.159.094,11.575.942,07.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Franz-Joseph-Str. 23,23,Seite Friedrichsstr.,80801,München,Bayern,Kreisfreie Stadt München,48.157.636,11.579.895,19.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
Jolt Energy GmbH,Ungererstr.,54,,80802,München,Bayern,Kreisfreie Stadt München,48.166.347,11.590.417,30.11.2023,320,Schnellladeeinrichtung,2,DC Kupplung Combo,160,,DC Kupplung Combo,160.0,,,,,,,,12
Jolt Energy GmbH,Ungererstr.,54,,80802,München,Bayern,Kreisfreie Stadt München,48.166.347,11.590.417,30.11.2023,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstraße,81,,80802,München,Bayern,Kreisfreie Stadt München,4.816.317,1.158.655,02.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Occamstr.,19,,80802,München,Bayern,Kreisfreie Stadt München,48.163.194,11.590.501,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Occamstr.,21,,80802,München,Bayern,Kreisfreie Stadt München,48.163.101,11.590.437,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Königinstr.,103,,80802,München,Bayern,Kreisfreie Stadt München,48.155.279,11.588.548,21.03.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Königinstr.,103a,,80802,München,Bayern,Kreisfreie Stadt München,48.155.429,11.588.581,21.03.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,30,Seite Giselastr.,80802,München,Bayern,Kreisfreie Stadt München,48.155.504,11.584.123,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,30a,Seite Giselastr.,80802,München,Bayern,Kreisfreie Stadt München,48.155.543,11.583.947,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,49,Seite Kaiserstr.,80802,München,Bayern,Kreisfreie Stadt München,48.160.369,11.585.572,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,49a,Seite Kaiserstr.,80802,München,Bayern,Kreisfreie Stadt München,48.160.398,11.585.429,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Feilitzschstr.,17,ggü.,80802,München,Bayern,Kreisfreie Stadt München,48.161.028,11.589.625,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Nikolaistr.,2,,80802,München,Bayern,Kreisfreie Stadt München,48.159.108,11.585.672,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,7,Seite Georgenstr.,80802,München,Bayern,Kreisfreie Stadt München,48.154.158,11.582.732,23.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,7a,Seite Georgenstr.,80802,München,Bayern,Kreisfreie Stadt München,48.154.188,11.582.488,23.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,19,Seite Franz-Joseph-Str.,80802,München,Bayern,Kreisfreie Stadt München,48.157.299,11.583.923,05.02.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Leopoldstr.,19a,Seite Franz-Joseph-Str.,80802,München,Bayern,Kreisfreie Stadt München,48.157.343,11.583.753,05.02.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Germaniastr.,20,,80802,München,Bayern,Kreisfreie Stadt München,48.167.171,11.588.193,12.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Germaniastr.,20a,,80802,München,Bayern,Kreisfreie Stadt München,48.167.268,11.588.223,12.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Clemensstr.,12,,80803,München,Bayern,Kreisfreie Stadt München,48.163.527,11.583.683,07.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Clemensstr.,12a,,80803,München,Bayern,Kreisfreie Stadt München,48.163.556,11.583.635,07.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Herzogstr.,59,,80803,München,Bayern,Kreisfreie Stadt München,48.162.518,11.576.446,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Herzogstr.,61,,80803,München,Bayern,Kreisfreie Stadt München,48.162.565,11.576.114,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
Park One GmbH,Leopoldstr.,184,,80804,München,Bayern,Kreisfreie Stadt München,481.737.111,115.860.434,30.11.2016,22,Normalladeeinrichtung,3,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,"AC Steckdose Typ 2, DC CHAdeMO",22.0,,,,,12
Park One GmbH,Leopoldstraße,184,Tiefgarage Schwabinger Tor Nord (P1 A),80804,München,Bayern,Kreisfreie Stadt München,4.817.373.887,1.158.616.941,03.01.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,12
Park One GmbH,Leopoldstraße,170,Tiefgarage Schwabinger Tor Mitte (P1 C),80804,München,Bayern,Kreisfreie Stadt München,4.817.215.188,1.158.634.926,01.09.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,12
Park One GmbH,Leopoldstraße,170,Tiefgarage Schwabinger Tor MItte (P1 C),80804,München,Bayern,Kreisfreie Stadt München,4.817.220.197,1.158.627.416,01.09.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,12
Park One GmbH,Johann-Fichte-Straße,5,Tiefgarage Schwabinger Tor Süd (P1 D),80804,München,Bayern,Kreisfreie Stadt München,4.816.991.227,1.158.695.267,01.10.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,12
Park One GmbH,Johann-Fichte-Straße,5,Tiefgarage Schwabinger Tor Süd (P2 D),80804,München,Bayern,Kreisfreie Stadt München,481.698.908,1.158.704.923,01.11.2022,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,AC Steckdose Typ 2,22.0,,12
SWM Versorgungs GmbH,Leopoldstr.,153,,80804,München,Bayern,Kreisfreie Stadt München,48.171.198,11.584.858,28.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Bechsteinstr.,7,,80804,München,Bayern,Kreisfreie Stadt München,48.168.568,11.565.331,08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Kölner Platz,6a,,80804,München,Bayern,Kreisfreie Stadt München,48.169.899,11.577.755,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Bonner Str.,29,,80804,München,Bayern,Kreisfreie Stadt München,48.169.438,11.577.825,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Kraepelinstr.,31,,80804,München,Bayern,Kreisfreie Stadt München,48.172.947,11.574.714,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Kraepelinstr.,33,,80804,München,Bayern,Kreisfreie Stadt München,48.173.058,11.574.687,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,4
SWM Versorgungs GmbH,Eisenacher Str.,17,,80804,München,Bayern,Kreisfreie Stadt München,48.173.531,11.582.433,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Eisenacher Str.,17a,,80804,München,Bayern,Kreisfreie Stadt München,48.173.541,11.582.567,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Hörwarthstr.,2,,80804,München,Bayern,Kreisfreie Stadt München,48.168.498,11.585.785,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Hörwarthstr.,2a,,80804,München,Bayern,Kreisfreie Stadt München,48.168.526,11.585.614,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Staffelseestr.,2,,80804,München,Bayern,Kreisfreie Stadt München,4.809.215,11.506.566,26.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22.0,,,,,,,,19
MTTC Iphitos e.V.,Aumeisterweg,10,,80805,München,Bayern,Kreisfreie Stadt München,481.852.648,116.152.544,16.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,7AFE 4615 D8ED 6290 9199 28DB 8E1D DF5E 7C29 5F2E 668F ADB3 9012 9314 4C00 632A 8BB1 18F5 327E F626 4FDE 4085 D91C 0926,AC Steckdose Typ 2,22.0,FD27 3153 B127 310C 5A7B EB83 E17E FF82 1873 7B0B 5ABE 2521 84D0 A240 A323 03BF F863 7CD4 7927 A911 8695 76D9 1FAE 0FDB,,,,,,,12
MTTC Iphitos e.V.,Aumeisterweg,10,,80805,München,Bayern,Kreisfreie Stadt München,481.852.648,116.152.544,16.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,A6B7 86C0 4032 08F9 03AC F2FA 2B1A 6612 17F0 76E7 F7DE 44DB 1FDD 828C E4C0 C021 BF16 C67E 0149 60CF 2DB8 9291 20FA 3B7F,AC Steckdose Typ 2,22.0,F133 44C7 F4B9 9585 A226 4239 A990 B82B F8FB 918B 41D3 602B 4FB8 D067 636C FB20 EA2C EAE6 B797 1AAA FA93 63C9 601A C704,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200040a3821c10834ffe1c3da6553df12d187f1b74cd4d690dca1ba3f6587a72d804e76dd83f01722fd91eb667d9173a0fd3e6b3acf0cc2642781cf33fad33a0d172a,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004d34a078ab6e0344d6ef5bba905f79c33a1ac279959fc34bda0fa3cfc80c60c495b6b050d28b4d165639c8fc53aae140017e58e215d544012b3cb9174fdf5ccf5,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200045f43b9c318fb14f0b2c9e2a9d1622293410bb1bb1649810c4fd3b1dfeb4603b892f0981af0213facde1a4dc3ee149c72bd3c776c2eeedeef622eefc3a3333ee1,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d0301070342000471ed2c02ba12d0de73e8c710554c78d5cd2f3c2a01f8d0c16c99a69b55e8c53838a1a2417e35ef716046a41435a3dbb2dfdda4a4eb1468fae9ee59a3813d7ba8,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004b0e6e344c48fa1d14d6167abfe1ca29b7217359b0331eccb33ad888ae7f73eedf056e957210699259e17060b0fdef893ce64e0255137725b6ad5ad8e32d47251,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200047015d193e9b5f50658d54efddfd47a207d5c4a5c7e0cd62fe50e3d4cc0f5f7f7ba980e6654b61e903a9043c92689977797a6d0688a7a023088f9ba869bf9c19f,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004c7928cda01d766abc473252c901ca5529a1bf696613034ba9a66637d19d7c7b27678b0bc42636d5b085049a8b9cd0dd9abb421d62b740149e209605ec321c57a,,,,,,,,,,12
Stadtsparkasse München AdöR,Ungererstr.,75,,80805,München,Bayern,Kreisfreie Stadt München,481.736.226,115.951.753,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d0301070342000417fa7320dd60373b86c4708a03e35cdb5fc288b19c4127b7a421281b9f8e038fd792f81d4aea8412c4d26186fbf3a93aafa1391a8af32a7d05bb4a1475d7b925,,,,,,,,,,12
SWM Versorgungs GmbH,Hollandstr.,2,,80805,München,Bayern,Kreisfreie Stadt München,48.172.336,11.596.745,07.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Hollandstr.,2a,,80805,München,Bayern,Kreisfreie Stadt München,48.172.275,11.596.847,07.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Domagkstr.,56,,80805,München,Bayern,Kreisfreie Stadt München,48.180.116,11.602.507,08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Domagkstr.,56a,,80805,München,Bayern,Kreisfreie Stadt München,48.180.023,11.602.598,08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Kunigundenstr.,30a,,80805,München,Bayern,Kreisfreie Stadt München,48.166.039,11.591.885,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Grünecker Str.,14,,80805,München,Bayern,Kreisfreie Stadt München,48.179.465,11.596.797,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Grünecker Str.,14a,,80805,München,Bayern,Kreisfreie Stadt München,48.179.577,11.596.889,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Schinkelstr.,2,,80805,München,Bayern,Kreisfreie Stadt München,48.173.955,11.589.772,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Stengelstr.,2,,80805,München,Bayern,Kreisfreie Stadt München,48.169.764,11.594.059,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Stengelstr.,2a,,80805,München,Bayern,Kreisfreie Stadt München,48.169.755,11.594.125,15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Osterwaldstr.,58,,80805,München,Bayern,Kreisfreie Stadt München,48.168.233,11.601.692,08.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Grasmeierstr.,4,,80806,München,Bayern,Kreisfreie Stadt München,48.183.153,11.608.182,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
SWM Versorgungs GmbH,Grasmeierstr.,4a,,80806,München,Bayern,Kreisfreie Stadt München,48.183.117,11.608.273,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
Auto & Service PIA GmbH,Frankfurter Ring,218,,80807,München,Bayern,Kreisfreie Stadt München,48.118.859,113.616.209,01.01.2024,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150,,,,,,,,,,,
Auto & Service PIA GmbH,Frankfurter Ring,218,,80807,München,Bayern,Kreisfreie Stadt München,48.118.859,113.616.209,01.01.2024,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150,,,,,,,,,,,
Charge-V,Joseph-Dollinger-Bogen,30,,80807,München,Bayern,Kreisfreie Stadt München,4.818.579,11.6058,22.03.2023,160,Schnellladeeinrichtung,2,AC Kupplung Typ 2,22,,DC Kupplung Combo,160.0,,,,,,,,12
Charge-V,Frankfurter Ring,224,,80807,München,Bayern,Kreisfreie Stadt München,4.818.622,1.160.599,13.04.2023,160,Schnellladeeinrichtung,2,AC Kupplung Typ 2,22,,DC Kupplung Combo,160.0,,,,,,,,12
MAHAG Automobilhandel und Service GmbH & Co. oHG,Frankfurter Ring,251,,80807,München,Bayern,Kreisfreie Stadt München,4.818.683,1.160.788,28.02.2023,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,12
MAHAG Automobilhandel und Service GmbH & Co. oHG,Frankfurter Ring,251,,80807,München,Bayern,Kreisfreie Stadt München,481.867,1.160.785,13.06.2023,50,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,DC Kupplung Combo,50.0,,,,,,,,12
DIT München GmbH,Frankfurter Ring,166,,80807,München,Bayern,Kreisfreie Stadt München,481.874.112,115.902.817,01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
Allego GmbH,Mies-van-der-Rohe-Straße,1,,80807,München,Bayern,Kreisfreie Stadt München,4.817.698,11.591.492,22.07.2021,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A0342000428621D3D8ED00225F108F2BA7F0A07A393EED62DA29A76DB6B4FBDB210DB75A7E6648F78195A3BEF72F9C798ACC653D24374265C9E07C8786E2D9B7989013E14,DC Kupplung Combo,150.0,3056301006072A8648CE3D020106052B8104000A03420004F4B41E2DA5C909B24B9CA623299AFB6D085B182B35880C6633CCEC78CFDB498E7F4C3446E74BEBC06847124904E2535577D1DCC3C598F11DAB3F486D2E23F603,,,,,,,12
E.ON Drive GmbH,Bremer Straße,6,,80807,München,Bayern,Kreisfreie Stadt München,48.189.429,1.157.043,14.04.2020,50,Schnellladeeinrichtung,2,AC Kupplung Typ 2,50,,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,,,,,11
E.ON Drive GmbH,Bremer Straße,6,,80807,München,Bayern,Kreisfreie Stadt München,481.893,1.157.035,30.09.2020,50,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,DC Kupplung Combo,50.0,,,,,,,,11
NTT DATA Deutschland GmbH,Hans-Döllgast-Str.,26,,80807,München,Bayern,Kreisfreie Stadt München,48.184.132,11.587.653,08.02.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
NTT DATA Deutschland GmbH,Hans-Döllgast-Str.,26,,80807,München,Bayern,Kreisfreie Stadt München,48.184.132,11.587.653,08.03.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
NTT DATA Deutschland GmbH,Hans-Döllgast-Str.,26,,80807,München,Bayern,Kreisfreie Stadt München,48.184.132,11.587.653,08.03.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
NTT DATA Deutschland GmbH,Hans-Döllgast-Str.,26,,80807,München,Bayern,Kreisfreie Stadt München,48.184.132,11.587.653,08.03.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,12
BMW AG Niederlassung München,Petuelring,35,,80807,München,Bayern,Kreisfreie Stadt München,4.818.802,11.574.231,13.01.2020,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
BMW AG Niederlassung München,Frankfurter Ring,35,,80807,München,Bayern,Kreisfreie Stadt München,4.818.802,11.574.231,13.01.2020,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
