Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Stadtbezirk
SWM Versorgungs GmbH,Karl-Hromadnik-Str.,2,,80241,München,Bayern,Kreisfreie Stadt München,48.137.018,11.456.796,31.01.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,21
SWM Versorgungs GmbH,Peter-Kreuder-Str.,5,,80245,München,Bayern,Kreisfreie Stadt München,48.159.746,11.445.709,07.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,21
SWM Versorgungs GmbH,Peter-Kreuder-Str.,5a,,80245,München,Bayern,Kreisfreie Stadt München,48.159.701,11.445.643,07.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,21
SWM Versorgungs GmbH,Wiesentfelser Str.,16,,80249,München,Bayern,Kreisfreie Stadt München,48.147.492,11.419.531,11.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,22
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004149c7c3a0c5f4258f40d580dd3acf0535d8f02de39b9833c5c89a3031253e698666567373847678ba6149ea2371a5bd94124815c01bb3b4edfb39cff73b6a3d0,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004bc9db55bd28ef9f76ebeb6bc75e40001509225946ee8bdde51c099fc3149d851d79b784563dfdcdfb4caada895d8736680193751ca1aa875184432250e877080,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004824433f31ba7a69ad5eba43bdfbbb9afb0a695bf224c06d338b62c5db2a75c046a051fe662137f2f0ba89b2264c7412d05a62b2e6f38b6d78b73a5e130557397,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004b4599c745a3befd1ea8cbd1373129fe4398c70c9dfdff24e1814c7b5aad5a75728db98b0ff39d161f27598232e4b5ad12d60df865b06f7ed4c78f92f8e057207,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d0301070342000462671439c74c53e4020eb22bb4d31b52f5a1a31ea1daa51368d78f34c9587de1b7f2e2ef40d8897b4a8ae8532def0a631d4d3175cf557a3551753e8abba10615,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004bb5ba6475c8dc51cd6e74c480b3b028df3092c9459940cc6423de9a0e34d80b8dc2d2485fc7f7dab7d25c9629199f9626c45f2904dadab6776d0fea63c19d75e,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d030107034200049201eac11b6b92018cfc82663f42d95d5a9edced3460592ac51bf4850bc7fac1993073a5672fd92d4950d76972946fa272ff5ffe8ffeae4a00c5333390427138,,,,,,,,,,1
Stadtsparkasse München AdöR,Sparkassen Str.,2-4,,80331,München,Bayern,Kreisfreie Stadt München,481.368.071,115.778.407,13.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3059301306072a8648ce3d020106082a8648ce3d03010703420004370e7b20ec5020ee5747ead205e3fc1c61a1bbc8943dd5e015d7bded5e47fac847cb5c3061968fb39460218d5438029ce604671ecdd7c85d6f5ae8961f1c3c82,,,,,,,,,,1
SWM Versorgungs GmbH,Westenriederstr.,39,ggü.,80331,München,Bayern,Kreisfreie Stadt München,48.135.012,11.579.745,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Westenriederstr.,41,ggü.,80331,München,Bayern,Kreisfreie Stadt München,48.135.005,11.579.869,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Herzogspitalstr.,20,,80331,München,Bayern,Kreisfreie Stadt München,48.137.959,11.566.801,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Herzogspitalstr.,22,,80331,München,Bayern,Kreisfreie Stadt München,48.137.941,11.566.962,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Klosterhofstr.,6,,80331,München,Bayern,Kreisfreie Stadt München,48.133.784,11.570.894,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Klosterhofstr.,6a,,80331,München,Bayern,Kreisfreie Stadt München,48.133.734,11.571.055,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Tal,36,,80331,München,Bayern,Kreisfreie Stadt München,48.135.646,11.580.395,21.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Landsberger Str.,259,,80331,München,Bayern,Kreisfreie Stadt München,48.142.263,11.509.488,28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,25
SWM Versorgungs GmbH,Theresienstr.,53,,80333,München,Bayern,Kreisfreie Stadt München,48.150.791,11.565.181,23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Maximilianspl.,13,,80333,München,Bayern,Kreisfreie Stadt München,48.142.172,11.573.254,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Maximilianspl.,13a,,80333,München,Bayern,Kreisfreie Stadt München,48.142.133,11.573.319,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Pacellistr.,1,,80333,München,Bayern,Kreisfreie Stadt München,48.140.261,11.571.672,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Pacellistr.,1a,,80333,München,Bayern,Kreisfreie Stadt München,48.140.139,11.571.591,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Luisenstr.,22,,80333,München,Bayern,Kreisfreie Stadt München,48.148.515,11.565.492,11.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Karolinenpl.,1,,80333,München,Bayern,Kreisfreie Stadt München,48.144.191,11.569.591,29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Karolinenpl.,1a,,80333,München,Bayern,Kreisfreie Stadt München,48.144.073,11.569.644,29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Theresienstr.,160,,80333,München,Bayern,Kreisfreie Stadt München,48.152.162,1.156.067,08.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Theresienstr.,160a,,80333,München,Bayern,Kreisfreie Stadt München,48.152.194,11.560.584,08.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Arcostr.gg.,6,,80333,München,Bayern,Kreisfreie Stadt München,48.142.138,11.566.144,14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Arcostr. gg.,6a,,80333,München,Bayern,Kreisfreie Stadt München,48.142.151,1.156.598,14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Karlstr.,47,,80333,München,Bayern,Kreisfreie Stadt München,48.145.036,11.559.764,23.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Theresienstr.,46,,80333,München,Bayern,Kreisfreie Stadt München,4.814.835,11.574.242,09.09.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Theresienstr.,48,,80333,München,Bayern,Kreisfreie Stadt München,48.148.418,11.574.032,09.09.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Finkenstr.,4a,,80333,München,Bayern,Kreisfreie Stadt München,48.143.795,11.575.106,07.09.2021,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Rumfordstr.,49,,80333,München,Bayern,Kreisfreie Stadt München,4.813.369,11.581.946,01.01.2022,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
Sparda-Bank München eG,Arnulfstraße,15,,80335,München,Bayern,Kreisfreie Stadt München,4.814.212,11.552.528,14.09.2016,80,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,,,,,2
SWM Versorgungs GmbH,Lothstr.,64,,80335,München,Bayern,Kreisfreie Stadt München,48.155.111,11.555.638,20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Lothstr.,64a,,80335,München,Bayern,Kreisfreie Stadt München,48.155.204,11.555.799,20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Seidlstr.,20,,80335,München,Bayern,Kreisfreie Stadt München,4.814.461,1.155.783,12.04.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Hopfenstr.,7,,80335,München,Bayern,Kreisfreie Stadt München,48.143.776,11.554.645,29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Hopfenstr.,7a,,80335,München,Bayern,Kreisfreie Stadt München,48.143.654,11.554.592,29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Lothstr.,18,,80335,München,Bayern,Kreisfreie Stadt München,48.151.522,11.549.247,20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Lothstr.,18a,,80335,München,Bayern,Kreisfreie Stadt München,48.151.538,11.549.235,20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Sandstr.,47,,80335,München,Bayern,Kreisfreie Stadt München,48.150.426,11.557.461,24.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Sandstr.,47a,,80335,München,Bayern,Kreisfreie Stadt München,48.150.546,11.557.539,24.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Bernhard-Wicki-Str.,8,,80335,München,Bayern,Kreisfreie Stadt München,48.142.648,11.547.762,21.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Bernhard-Wicki-Str.,8a,,80335,München,Bayern,Kreisfreie Stadt München,48.142.669,11.547.975,21.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,3
SWM Versorgungs GmbH,Oslostr.,11,,80335,München,Bayern,Kreisfreie Stadt München,48.131.507,11.689.532,22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22.0,,,,,,,,15
ChargeOne,Mittererstraße,7,,80336,München,Bayern,Kreisfreie Stadt München,48.138.094,11.557.956,26.08.2022,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11.0,,,,,,,,2
SWM Versorgungs GmbH,Bavariastr.,5,,80336,München,Bayern,Kreisfreie Stadt München,48.126.527,11.546.448,25.07.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Bavariastr.,5a,,80336,München,Bayern,Kreisfreie Stadt München,48.126.448,11.546.245,25.07.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Zweigstr.,10,ggü.,80336,München,Bayern,Kreisfreie Stadt München,48.138.378,11.562.418,19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Beethovenplatz,4,,80336,München,Bayern,Kreisfreie Stadt München,48.132.602,11.558.156,20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Landwehrstr.,11,,80336,München,Bayern,Kreisfreie Stadt München,48.136.313,1.156.301,25.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Landwehrstr.,11a,,80336,München,Bayern,Kreisfreie Stadt München,48.136.313,11.562.908,25.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Lindwurmstraße,11,,80337,München,Bayern,Kreisfreie Stadt München,48.132.241,11.564.532,30.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Zenettipl.,2,,80337,München,Bayern,Kreisfreie Stadt München,48.124.454,11.555.571,12.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Zentttipl.,2a,,80337,München,Bayern,Kreisfreie Stadt München,48.124.512,11.555.611,12.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Lindwurmstr.,85,,80337,München,Bayern,Kreisfreie Stadt München,48.129.279,11.558.353,14.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Lindwurmstr.,85a,,80337,München,Bayern,Kreisfreie Stadt München,4.812.912,11.558.315,14.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Reisingerstr.,10,,80337,München,Bayern,Kreisfreie Stadt München,48.130.926,11.564.887,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Reisingerstr.,10a,,80337,München,Bayern,Kreisfreie Stadt München,48.130.881,11.565.026,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
MER Germany,Gollierstrasse,6,3726,80339,München,Bayern,Kreisfreie Stadt München,481.360.692,115.467.387,17.07.2022,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150.0,,,,,,,,8
SWM Versorgungs GmbH,Ligsalzstr.,44,,80339,München,Bayern,Kreisfreie Stadt München,48.134.071,11.541.792,23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Ligsalzstr.,44a,,80339,München,Bayern,Kreisfreie Stadt München,48.134.046,1.154.176,23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Grasserstr.,6,,80339,München,Bayern,Kreisfreie Stadt München,48.140.074,11.548.004,07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Grasserstr.,6a,,80339,München,Bayern,Kreisfreie Stadt München,48.140.225,11.548.197,07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Hans-Fischer-Str.,10,,80339,München,Bayern,Kreisfreie Stadt München,48.127.934,11.544.142,24.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Hans-Fischer-Str.,10a,,80339,München,Bayern,Kreisfreie Stadt München,48.127.896,11.544.248,24.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Ganghoferstr.,2,,80339,München,Bayern,Kreisfreie Stadt München,4.813.804,11.540.614,08.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Ganghoferstr.,2a,,80339,München,Bayern,Kreisfreie Stadt München,48.137.947,11.540.603,08.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Ridlerstr.,55,,80339,München,Bayern,Kreisfreie Stadt München,48.134.149,11.532.272,18.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Ridlerstr.,55a,,80339,München,Bayern,Kreisfreie Stadt München,48.134.241,11.532.143,18.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Barthstr.,13,,80339,München,Bayern,Kreisfreie Stadt München,48.139.355,11.528.226,20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Barthstr.,15,,80339,München,Bayern,Kreisfreie Stadt München,48.139.277,11.528.237,20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Gollierstr.,70,,80339,München,Bayern,Kreisfreie Stadt München,48.137.234,11.534.334,22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22.0,,,,,,,,8
SWM Versorgungs GmbH,Aschauer Str.,21,,80339,München,Bayern,Kreisfreie Stadt München,48.103.888,11.601.493,22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22.0,,,,,,,,16
SWM Versorgungs GmbH,Deroystr.,4,,80339,München,Bayern,Kreisfreie Stadt München,48.145.748,11.546.052,11.05.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22.0,,,,,,,,3
Wirelane GmbH,Geyerstraße,52,,80469,München,Bayern,Kreisfreie Stadt München,48.122.749,115.648.896,27.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
Wirelane GmbH,Geyerstraße,52,,80469,München,Bayern,Kreisfreie Stadt München,48.122.749,115.648.896,27.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
Wirelane GmbH,Geyerstraße,52,,80469,München,Bayern,Kreisfreie Stadt München,48.122.749,115.648.896,27.11.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Rumfordstr.,7,,80469,München,Bayern,Kreisfreie Stadt München,48.133.341,11.576.387,08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Rumfordstr.,7a,,80469,München,Bayern,Kreisfreie Stadt München,48.133.412,11.576.382,08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Morassistr.,2,,80469,München,Bayern,Kreisfreie Stadt München,48.132.839,11.583.211,20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Morassistr.,10,,80469,München,Bayern,Kreisfreie Stadt München,48.132.206,11.582.503,20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Am Glockenbach,14,,80469,München,Bayern,Kreisfreie Stadt München,48.126.313,11.566.856,25.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Klenzestr.,82,,80469,München,Bayern,Kreisfreie Stadt München,48.126.205,11.569.971,24.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Klenzestr.,82a,,80469,München,Bayern,Kreisfreie Stadt München,48.126.069,11.570.057,24.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Baaderstr.,50,,80469,München,Bayern,Kreisfreie Stadt München,48.129.889,11.577.602,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Baaderstr.,52,,80469,München,Bayern,Kreisfreie Stadt München,48.129.772,11.577.498,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Ickstattstr.,6,,80469,München,Bayern,Kreisfreie Stadt München,48.129.211,11.571.496,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Ickstattstr.,6a,,80469,München,Bayern,Kreisfreie Stadt München,48.129.141,1.157.158,18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,2
SWM Versorgungs GmbH,Bajuwarenstr.,71,,80469,München,Bayern,Kreisfreie Stadt München,48.118.459,11.658.911,25.10.2021,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,15
SWM Versorgungs GmbH,Rumfordstr.,49a,,80469,München,Bayern,Kreisfreie Stadt München,48.133.711,11.581.796,01.01.2022,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Liebigstr.,5a,,80538,München,Bayern,Kreisfreie Stadt München,48.141.392,11.586.698,08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Pfarrstr.,3,,80538,München,Bayern,Kreisfreie Stadt München,48.139.333,11.587.502,20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Prinzregentenstr.,18a,Seite Bruderstr.,80538,München,Bayern,Kreisfreie Stadt München,48.143.081,11.587.041,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Prinzregentenstr.,18b,Seite Bruderstr.,80538,München,Bayern,Kreisfreie Stadt München,48.143.006,11.586.966,09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Oettingenstr.,15,Seite Seeaustr.,80538,München,Bayern,Kreisfreie Stadt München,48.144.098,11.593.097,14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
SWM Versorgungs GmbH,Oettingenstr.,15a,Seite Seeaustr.,80538,München,Bayern,Kreisfreie Stadt München,4.814.417,11.592.781,14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22.0,,,,,,,,1
