Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
ChargeOne,Weimarer Straße,2,,80807,München,Bayern,Kreisfreie Stadt München,"48,184786","11,587891",13.05.2022,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,3049 3013 0607 2a86 48ce 3d02 0106 082a 8648 ce3d 0301 0103 3200 047e 988b 9c29 1b30 861e f617 8077 53a3 3b4a 8bbc 2361 d06e c432 4c28 b4a5 78d3 2764 c257 80ab ffa6 7ec2 fbc4 9862 9e1e 18,AC Steckdose Typ 2,11,3049 3013 0607 2a86 48ce 3d02 0106 082a 8648 ce3d 0301 0103 3200 0495 eae4 5a44 c840 0661 6280 796a 02c1 7e0f 6fb6 581b 9bd0 1a57 b6fa c95f 4090 b3bc 87e8 c323 7ecd 3df2 8fc4 1478 7e61 36,,,,,,
SWM Versorgungs GmbH,Knorrstr.,20,,80807,München,Bayern,Kreisfreie Stadt München,"48,180166","11,573271",21.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Knorrstr.,70,,80807,München,Bayern,Kreisfreie Stadt München,"48,185717","11,572863",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gertrud-Grunow-Str.,7,,80807,München,Bayern,Kreisfreie Stadt München,"48,183922","11,596643",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Marianne-Brandt-Str.,1,ggü.,80807,München,Bayern,Kreisfreie Stadt München,"48,180785","11,593607",29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Marianne-Brandt-Str.,3,ggü.,80807,München,Bayern,Kreisfreie Stadt München,"48,180828","11,593435",29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Griegstr.,9,,80807,München,Bayern,Kreisfreie Stadt München,"48,18207","11,582335",28.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Griegstr.,9a,,80807,München,Bayern,Kreisfreie Stadt München,"48,182125","11,582204",28.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Griegstr.,9b,,80807,München,Bayern,Kreisfreie Stadt München,"48,182172","11,582083",28.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Max-Bill-Str.,14,,80807,München,Bayern,Kreisfreie Stadt München,"48,18694","11,593051",11.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schmalkaldener Str.,14,,80807,München,Bayern,Kreisfreie Stadt München,"48,186944","11,57802",11.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schmalkaldener Str.,14a,,80807,München,Bayern,Kreisfreie Stadt München,"48,186901","11,578109",11.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Max-Bill-Str.,16,,80807,München,Bayern,Kreisfreie Stadt München,"48,18693","11,593489",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gertrud-Grunow-Str.,6,,80807,München,Bayern,Kreisfreie Stadt München,"48,183968","11,596777",15.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Karl-Weinmair-Str.,14,,80807,München,Bayern,Kreisfreie Stadt München,"48,179586","11,58842",18.11.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Karl-Weinmair-Str.,14a,,80807,München,Bayern,Kreisfreie Stadt München,"48,179553","11,588557",18.11.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Ganghoferstr.,23,,80807,München,Bayern,Kreisfreie Stadt München,"48,134459","11,539823",20.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
EnBW mobility+ AG und Co.KG,Moosacher Straße,58,,80809,München,Bayern,Kreisfreie Stadt München,"48,186629","11,551952",20.09.2019,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
E.ON Drive GmbH,Moosacher Straße,61,,80809,München,Bayern,Kreisfreie Stadt München,"48,185812","11,555002",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
Privatperson,Straßbergerstraße,32,,80809,München,Bayern,Kreisfreie Stadt München,"48,185106","11,549643",20.05.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059301306072A8648CE3D020106082A8648CE3D0301070342000499A54AE96220706C1195F0F89214B7D9529C46517C7A847F52617969C24625AAB8921B518AE4EE599002CA0B3F92DA4C07048CA3DAB71063CE99A7FE39CBC508,AC Steckdose Typ 2,22,3059301306072A8648CE3D020106082A8648CE3D0301070342000442D8DA6845B86E07711DDB0818D1E06BA14B07A837839D00165BC64AE6450252553A6B9EF06858C6EE377197EDB61969169043D4BB012F18532DA9E20CED65CC,,,,,,
Comfort Charge,Spiridon-Louis-Ring,9,,80809,München,Bayern,Kreisfreie Stadt München,"48,17495","11,55342",21.09.2017,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,,,
TotalEnergies,Am Olympiapark,1,,80809,München,Bayern,Kreisfreie Stadt München,"48,177711","11,556978",04.12.2015,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
TotalEnergies,Am Olympiapark,1,,80809,München,Bayern,Kreisfreie Stadt München,"48,177711","11,556978",04.12.2015,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
TotalEnergies,Am Olympiapark,1,,80809,München,Bayern,Kreisfreie Stadt München,"48,177711","11,556978",04.12.2015,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,
Leonardo Royal München - Sunflower Management GmbH & Co.KG,Moosacher Straße,90,,80809,München,Bayern,Kreisfreie Stadt München,"48,18683","11,54312",30.11.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Birnauer Str.,3,,80809,München,Bayern,Kreisfreie Stadt München,"48,175044","11,565648",25.07.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gartenstr.,1,,80809,München,Bayern,Kreisfreie Stadt München,"48,172311","11,562477",19.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Helene-Mayer-Ring,34,,80809,München,Bayern,Kreisfreie Stadt München,"48,18302","11,553234",29.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Graf-Konrad-Str.,1,,80809,München,Bayern,Kreisfreie Stadt München,"48,18245","11,566468",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Graf-Konrad-Str.,1a,,80809,München,Bayern,Kreisfreie Stadt München,"48,18244","11,566349",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Blodigstr.,1,,80933,München,Bayern,Kreisfreie Stadt München,"48,213242","11,556008",07.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Blodigstr.,1a,,80933,München,Bayern,Kreisfreie Stadt München,"48,213585","11,556287",07.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
go2zero,Eberwurzstr.,28,,80935,München,Bayern,Kreisfreie Stadt München,"48,197442","11,555447",18.12.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
go2zero,Eberwurzstr.,28,,80935,München,Bayern,Kreisfreie Stadt München,"48,197442","11,555447",18.12.2023,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
go2zero,Eberwurzstr.,28,,80935,München,Bayern,Kreisfreie Stadt München,"48,197442","11,555447",29.12.2023,50,Schnellladeeinrichtung,2,DC Kupplung Combo,25,,DC Kupplung Combo,25,,,,,,,
MAHAG Automobilhandel und Service GmbH & Co. oHG,Detmoldstraße,3,,80935,München,Bayern,Kreisfreie Stadt München,"48,1926","11,5629",27.12.2022,75,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 EAE4 33BB 39A0 F417 3020 9818 4299 D235 E805 1FE8 974D E957 5343 5993 8608 5E64 0719 325C 0876 FC18 0C74 B220 3A65 BB6F 31B3 B8EF C0E4 52C8 9976 F3FC 47E6 E86D,"AC Steckdose Typ 2, DC Kupplung Combo",75,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 C24D B797 94C9 84E1 FFCE 8B9B A03A 8B87 3EE7 5F1A BA8A 1948 7602 AEB8 BCF6 0BF4 EE0B BEAC 0753 8355 5258 5E37 5E20 DEFB A9C3 4BD6 00C4 8088 4219 96E6 0129 97A5,,,,,,
SWM Versorgungs GmbH,Heimperthstr.,17,Seite Caracciolastr.,80935,München,Bayern,Kreisfreie Stadt München,"48,206938","11,555831",31.01.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Joseph-Dollinger-Bogen,30,,80935,München,Bayern,Kreisfreie Stadt München,"48,185782","11,605688",26.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,BMW Allee,0,,80937,München,Bayern,Kreisfreie Stadt München,"48,19328","11,569728",14.04.2020,50,Schnellladeeinrichtung,2,AC Kupplung Typ 2,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193168","11,571086",15.07.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193197","11,571057",15.07.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193175","11,571079",28.08.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177824","11,571124",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193102","11,571147",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193101","11,571148",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193098","11,571151",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193094","11,571155",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193093","11,571156",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194164","11,60816",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194166","11,57077",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194167","11,60816",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194168","11,570773",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193224","11,570772",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193225","11,570771",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193226","11,57077",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193227","11,570769",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193228","11,570768",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193229","11,570767",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19323","11,570766",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193231","11,570765",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193232","11,570764",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193233","11,570763",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193234","11,570762",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193235","11,570761",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193236","11,57076",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193237","11,570759",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193238","11,570758",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193239","11,570757",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19324","11,570756",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193241","11,570755",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193242","11,570754",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193243","11,570753",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193244","11,570752",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193245","11,570751",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193246","11,57075",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193247","11,570749",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193248","11,570748",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193249","11,570747",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19325","11,570746",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193251","11,570745",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193252","11,570744",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193253","11,570743",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193254","11,570742",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193255","11,570741",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193256","11,57074",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193257","11,570739",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19417","11,570771",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194171","11,570772",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194172","11,57077",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194173","11,570768",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194174","11,570766",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194173","11,570777",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194174","11,570778",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194175","11,570779",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194177","11,57078",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194177","11,570762",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194181","11,570781",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194185","11,570783",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194187","11,570785",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194189","11,570784",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194187","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194186","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194185","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194184","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194183","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194182","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194181","11,572063",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,4169","11,0773",08.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193091","11,571159",22.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193087","11,571163",22.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193093","11,571157",22.10.2020,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
